UserID,Age,Gender,TotalSpent,AverageSpent,CoursesEnrolled,AverageRating,FavoriteCategory,FavoriteLevel,PreferredType,PaymentMethod,TeacherRating,TeacherExperience,Cluster,PC1,PC2
U00655,33,0,53.86,53.86,1,2.47,6,1,1,1,3.31,7.0,2,-0.6347872826469667,0.7238030830602145
U00656,31,1,0.0,0.0,1,4.14,6,1,0,2,2.61,4.0,3,-1.109869383823564,-1.1906830521293292
U00657,23,1,89.59,89.59,1,2.68,0,2,1,2,3.1,2.0,2,-0.9128529592864607,1.3698384939684989
U00658,23,0,0.0,0.0,1,4.66,5,2,0,0,2.38,1.0,3,-1.4440937987067832,-1.017229576844863
U00659,33,1,0.0,0.0,2,4.41,6,1,0,0,3.315,10.5,3,-0.22305786049304815,-1.3245343303413073
U00660,22,1,577.51,288.755,2,3.16,0,0,1,0,1.3050000000000002,3.0,2,-0.661988996571299,2.91368833937353
U00661,23,0,212.39,53.0975,4,2.87,9,2,0,0,3.895,10.5,3,0.3150307477860973,-0.9430791929610841
U00662,30,0,285.05,285.05,1,1.96,1,1,1,2,1.06,3.0,2,-1.2935778448600435,2.7055340095098033
U00663,35,1,285.05,285.05,1,1.96,1,1,1,2,1.06,3.0,2,-1.3109367487166512,2.676882517281234
U00664,17,1,117.68,117.68,1,2.57,3,0,1,0,2.92,1.0,2,-0.9283945456801783,1.5929572964746848
U00665,35,1,37.89,37.89,1,1.3,11,0,1,0,3.13,5.0,1,-0.9711645930984806,0.6133069358315025
U00666,30,0,969.72,80.81,12,2.910833333333333,10,0,0,1,4.8075,22.25,0,3.3799534609289137,-0.9397405620369614
U00667,18,0,212.39,106.195,2,3.065,5,0,0,0,4.255,7.5,1,0.35667472360485253,-0.36951955409802206
U00668,34,0,0.0,0.0,2,4.32,8,0,0,0,4.12,9.0,3,0.014575149105559557,-1.5211210985960266
U00669,20,0,248.1,248.1,1,1.2,0,1,1,0,1.55,3.0,2,-1.0876628199857288,2.772521438255783
U00670,17,1,0.0,0.0,2,4.52,2,1,0,0,4.1049999999999995,7.0,3,-0.0053760680362278,-1.0209879282279541
U00671,18,0,0.0,0.0,1,3.15,1,0,0,0,1.06,3.0,1,-1.4781579217301892,-0.37849308693271594
U00672,15,1,0.0,0.0,1,4.11,8,2,0,0,1.79,4.0,3,-1.5706789203824587,-0.9647850747373109
U00673,24,0,380.5,190.25,2,3.07,10,0,1,1,3.25,10.5,2,0.05253526467758087,1.3679026709091848
U00674,21,1,0.0,0.0,1,2.0,1,0,0,2,1.06,3.0,1,-1.4985648300256371,-0.32244750614544754
U00675,20,0,0.0,0.0,1,2.01,8,0,0,2,3.43,12.0,1,-0.14046667624174075,-1.0949473296328927
U00676,32,1,0.0,0.0,2,3.1550000000000002,4,0,0,0,1.945,4.0,1,-1.0708988481764676,-0.7941913478086107
U00677,35,0,415.51,415.51,1,3.11,0,2,1,1,1.55,3.0,2,-0.9632687947930753,3.283951784956442
U00678,33,0,0.0,0.0,1,4.14,6,1,0,1,2.61,4.0,3,-1.0914143266914926,-1.1893727664448082
U00679,28,1,276.37,276.37,1,2.72,4,0,1,2,1.56,4.0,2,-1.073817986881911,2.3783969943970216
U00680,35,0,487.92,487.92,1,3.64,1,0,1,2,1.06,3.0,2,-0.9202264905737493,3.6278141494187164
U00681,32,1,0.0,0.0,2,3.3,1,0,0,0,3.375,13.0,1,0.2691190282793537,-0.9122722641640376
U00682,33,1,0.0,0.0,1,4.44,5,1,0,1,2.5,3.0,3,-1.187132448865843,-1.1291583427034653
U00683,20,0,0.0,0.0,1,2.61,4,0,0,0,1.77,2.0,1,-1.377950763503408,-0.5681583809663181
U00684,28,0,0.0,0.0,3,3.0666666666666664,4,0,0,1,4.1000000000000005,10.0,1,0.3551188481346681,-1.1430082907212284
U00685,29,0,487.92,487.92,1,3.64,1,0,1,1,1.06,3.0,2,-0.9078984815673506,3.7312493125252533
U00686,35,0,0.0,0.0,1,2.2,11,1,0,2,2.17,4.0,1,-1.4443360581112974,-1.217874869367446
U00687,29,0,1775.49,118.366,15,2.806,11,1,1,2,4.787999999999999,22.4,0,4.286868589212612,0.9876871153702933
U00688,30,0,0.78,0.39,2,2.85,7,0,0,1,3.46,6.0,1,-0.4218166537555841,-1.1642841923686347
U00689,19,0,0.0,0.0,2,3.67,4,0,0,0,1.98,4.0,1,-1.0369791137638968,-0.7568204266057645
U00690,29,0,0.0,0.0,1,4.66,5,2,0,0,1.39,4.0,3,-1.6220955537910782,-0.9868474273281588
U00691,16,0,0.0,0.0,1,2.61,4,0,0,1,1.77,2.0,1,-1.3816388834860103,-0.5709963366493277
U00692,27,1,0.0,0.0,1,3.45,10,2,0,1,1.05,1.0,3,-2.1714994235920915,-1.0316381082165942
U00693,35,0,57.32,57.32,1,4.74,11,0,1,1,2.79,3.0,3,-1.2469451374982032,0.2715738467907866
U00694,33,0,0.0,0.0,1,3.6,3,2,0,0,2.18,1.0,3,-1.4493467889146276,-0.8453271094083156
U00695,31,0,0.0,0.0,1,4.45,4,0,0,0,1.56,4.0,3,-1.3390596348640318,-0.9142236435562606
U00696,25,1,0.0,0.0,1,3.45,10,2,0,0,2.45,3.0,3,-1.4592119236488117,-1.158498606714015
U00697,32,0,0.0,0.0,1,3.85,9,1,0,1,2.33,4.0,3,-1.310567663503851,-1.2711063113477556
U00698,32,0,37.89,18.945,2,3.045,8,0,0,2,1.9300000000000002,4.0,1,-1.1784038805794086,-0.9857942220689883
U00699,20,1,0.0,0.0,2,3.2649999999999997,7,0,0,0,3.2649999999999997,6.5,1,-0.4641963653753853,-1.0370232559729848
U00700,25,1,117.68,117.68,1,2.57,3,0,1,1,3.07,7.0,2,-0.44164141470746027,1.3918193623832629
U00701,32,1,1435.67,102.54785714285715,14,3.005,1,0,0,1,4.8307142857142855,22.071428571428573,0,4.402801853474562,-0.16335441734449113
U00702,22,0,0.0,0.0,3,2.5066666666666664,4,0,0,0,4.046666666666667,9.0,1,0.27735124619074064,-0.9497968968922406
U00703,32,0,469.37,156.45666666666668,3,2.6533333333333333,0,0,1,2,4.173333333333333,5.666666666666667,2,0.6133494101237635,1.6251920094762828
U00704,30,1,1528.24,117.55692307692308,13,3.506153846153846,10,1,0,1,4.85,21.923076923076923,0,3.9552850925158056,-0.5806307337115543
U00705,15,1,0.0,0.0,1,4.79,8,0,0,1,2.45,3.0,3,-1.2162808161472045,-1.1360983887009828
U00706,21,1,787.49,393.745,2,3.6900000000000004,1,0,1,2,3.435,9.5,2,0.8679781081351249,3.0465033790583314
U00707,29,1,0.0,0.0,1,4.51,4,1,0,1,1.77,2.0,3,-1.5108362044090218,-0.9447975044815146
U00708,29,0,0.0,0.0,1,4.72,8,2,0,1,2.33,4.0,3,-1.367333836946642,-1.315976511821059
U00709,23,0,1042.92,74.49428571428572,14,3.5092857142857143,5,0,0,0,4.8028571428571425,22.285714285714285,0,3.880237181024591,-0.6612450589459424
U00710,19,1,248.1,248.1,1,1.2,0,1,1,0,1.55,3.0,2,-1.099837790428059,2.8042282704813295
U00711,27,1,327.99,163.995,2,2.415,10,1,0,1,3.315,10.5,1,0.050053727942995944,-0.239031255341387
U00712,27,0,0.0,0.0,2,3.05,1,0,0,0,4.1899999999999995,5.0,1,0.02415308980105104,-0.8708594744221883
U00713,17,0,472.28,472.28,1,4.74,9,1,1,2,3.4,8.0,2,-0.02511998749196488,2.787310617134157
U00714,25,1,0.0,0.0,3,4.273333333333333,3,1,0,2,3.9066666666666663,12.0,3,0.345622593147722,-1.2497007024621614
U00715,25,0,0.0,0.0,1,3.15,1,0,0,1,1.06,3.0,1,-1.4913499196389675,-0.4919879707816056
U00716,29,1,295.02,73.755,4,3.005,3,0,0,2,3.7725,11.25,1,0.7807246049515523,-0.5714699609086791
U00717,34,0,0.0,0.0,1,1.91,2,2,0,0,1.86,1.0,1,-1.5263486644146695,-0.5403371641577794
U00718,27,0,285.05,142.525,2,2.42,1,1,0,1,3.83,8.0,1,0.3640604785863045,0.05811124780358766
U00719,25,0,117.68,117.68,1,2.57,3,0,1,1,3.07,7.0,2,-0.42860245536275055,1.3701722509000689
U00720,17,0,415.51,415.51,1,3.11,0,2,1,1,1.55,3.0,2,-0.9477169945502418,3.4650267583187913
U00721,20,0,0.0,0.0,1,2.61,4,0,0,2,1.79,4.0,1,-1.2372242992919527,-0.6765243754645266
U00722,16,0,276.37,92.12333333333333,3,1.95,1,0,0,1,4.273333333333333,10.0,1,0.8744470435717661,-0.11587405765766985
U00723,35,1,1213.66,86.69000000000001,14,3.0942857142857143,10,0,0,2,4.747142857142856,22.714285714285715,0,3.8452331946289697,-0.9206734917836321
U00724,16,0,1375.81,91.72066666666666,15,3.530666666666667,1,2,0,1,4.813999999999999,22.2,0,4.303386487278791,-0.2227676858967007
U00725,28,0,0.0,0.0,1,3.32,11,1,0,1,2.83,1.0,3,-1.3987295931237738,-1.3017829281849993
U00726,26,0,472.28,472.28,1,4.74,9,1,1,0,1.56,4.0,2,-1.0439423991562329,3.0462790005460967
U00727,33,0,389.73,97.4325,4,3.0225,5,0,0,1,3.985,7.0,1,0.6007461578310602,-0.5163406266412769
U00728,17,1,0.0,0.0,1,4.11,8,2,0,2,1.55,3.0,3,-1.7556024955944254,-1.0319779580233102
U00729,30,1,0.0,0.0,2,3.835,8,0,0,0,4.12,9.0,1,0.009003799227943685,-1.3956658130256414
U00730,30,1,487.92,243.96,2,3.31,1,0,0,0,3.2199999999999998,9.0,1,0.5201415802768922,0.6900636125359856
U00731,16,1,285.05,142.525,2,2.6399999999999997,1,1,0,1,3.415,10.0,1,0.34085481390340605,0.19227490880582745
U00732,22,1,394.26,394.26,1,1.35,2,2,1,1,1.86,1.0,2,-1.0801618821870802,3.4165941171353116
U00733,28,0,0.0,0.0,1,2.61,4,0,0,2,3.1,2.0,1,-0.8706195900875315,-0.896552964584451
U00734,20,1,299.57,74.8925,4,2.7875,3,0,0,0,3.81,11.25,1,0.8245634430513384,-0.3626992117949025
U00735,17,1,212.39,106.195,2,2.575,1,0,0,1,3.9799999999999995,7.5,1,0.3803209979892189,-0.06473875990859582
U00736,19,0,0.0,0.0,1,4.73,7,2,0,0,2.17,4.0,3,-1.378166520997081,-1.0995332228362622
U00737,18,1,207.27,103.635,2,2.625,0,0,1,1,1.8650000000000002,2.0,2,-0.9714085086708295,1.7654749855021832
U00738,29,0,250.27999999999997,83.42666666666666,3,3.1300000000000003,2,0,1,0,3.9066666666666663,7.333333333333333,2,0.3153371741579247,1.0964169303812699
U00739,25,0,0.0,0.0,1,4.1,6,2,0,0,2.99,4.0,3,-1.0152293057776411,-1.1224309471542313
U00740,34,0,327.99,327.99,1,1.51,10,1,1,1,3.32,14.0,2,0.15136406801738375,2.1412682796663924
U00741,33,0,461.65000000000003,115.41250000000001,4,4.1125,6,2,0,1,4.3375,9.0,3,0.7436029688886665,-0.6792054149164919
U00742,29,1,327.99,327.99,1,1.51,10,1,1,0,2.22,2.0,2,-1.1697426320958142,2.50875862958148
U00743,19,1,37.89,9.4725,4,1.96,9,0,0,2,3.865,6.75,1,-0.005142846120849513,-1.0879638645626755
U00744,15,1,0.0,0.0,1,2.98,8,0,0,2,2.17,4.0,1,-1.2461899101970049,-0.9177717507256836
U00745,29,0,0.0,0.0,2,2.335,1,0,0,0,3.395,13.0,1,0.30067974292270805,-0.7796895131279747
U00746,28,1,276.37,138.185,2,2.3600000000000003,1,0,0,1,3.27,7.0,1,0.13302698337167884,0.1440696427738822
U00747,28,0,0.0,0.0,1,2.2,11,1,0,2,2.79,3.0,1,-1.2654385423149939,-1.2129753110148311
U00748,30,0,0.0,0.0,2,2.335,1,0,0,0,1.925,3.0,1,-1.01968423504255,-0.5120594506756523
U00749,18,1,0.0,0.0,1,4.72,8,2,0,0,1.05,1.0,3,-2.09298664915528,-0.9552441310617781
U00750,23,0,487.92,487.92,1,3.64,1,0,1,1,1.06,3.0,2,-0.9027145481530728,3.7916076369793696
U00751,19,1,0.0,0.0,1,1.28,9,1,0,2,2.99,4.0,1,-1.0359825546138008,-0.905181399374393
U00752,30,1,1666.6499999999999,128.20384615384614,13,2.8469230769230767,4,0,0,0,4.79,22.384615384615383,0,4.431828249157142,0.01409265255837613
U00753,28,1,0.0,0.0,2,3.495,8,1,0,2,2.83,1.0,3,-1.1908574977990147,-1.1967563444509248
U00754,33,1,490.9,490.9,1,4.55,0,1,1,2,3.01,6.0,2,0.008729292884896838,3.3397385625642086
U00755,31,1,0.0,0.0,1,1.91,2,2,0,0,3.24,6.0,1,-0.6207278827438422,-0.7058048238054163
U00756,33,0,0.0,0.0,1,4.1,6,2,0,1,2.61,4.0,3,-1.180294217108558,-1.1997675116384823
U00757,22,0,53.86,53.86,1,2.47,6,1,1,1,2.99,4.0,2,-0.9730489807373099,0.9030501492030605
U00758,16,1,0.0,0.0,1,2.0,1,0,0,1,1.06,3.0,1,-1.487100809921618,-0.2290720637812635
U00759,22,1,0.78,0.78,1,3.89,7,0,1,1,2.79,3.0,1,-1.1777934003575157,0.4258166511620146
U00760,21,0,1583.69,121.8223076923077,13,3.2353846153846155,9,1,0,1,4.76,22.615384615384617,0,4.087558458906781,-0.36979644849523
U00761,31,1,0.0,0.0,1,4.44,5,1,0,1,2.33,4.0,3,-1.1794277065568048,-1.09825230397529
U00762,22,0,346.71,346.71,1,1.23,10,0,1,2,1.05,1.0,2,-1.5839988575075201,2.784527643422413
U00763,16,1,0.0,0.0,1,3.02,3,2,0,2,2.18,1.0,3,-1.4571886463765407,-0.662797414675301
U00764,18,1,0.0,0.0,2,2.495,8,0,0,1,1.92,2.0,1,-1.3656845798658102,-0.8055838726814791
U00765,31,0,1188.0,108.0,11,2.641818181818182,3,2,0,2,4.721818181818182,22.90909090909091,0,3.580844578345925,-0.344606188805455
U00766,31,0,0.0,0.0,3,4.333333333333333,8,2,0,0,4.323333333333333,8.666666666666666,3,0.01328354584220987,-1.5598642502103148
U00767,16,0,1529.52,109.25142857142858,14,3.0335714285714284,9,0,0,2,4.8028571428571425,22.285714285714285,0,4.226843111354621,-0.42852529673862744
U00768,19,1,0.0,0.0,2,3.59,4,0,0,0,3.875,9.5,1,0.10813494353071558,-1.0095641463923868
U00769,16,0,0.0,0.0,1,4.45,4,0,0,2,1.79,4.0,3,-1.248987813987462,-0.8774555866326738
U00770,29,1,0.0,0.0,1,4.73,7,2,0,2,1.79,4.0,3,-1.5651424450695874,-1.2184189559744454
U00771,18,1,285.05,285.05,1,1.96,1,1,1,0,1.06,3.0,2,-1.2819607861919557,2.9340514472060706
U00772,24,0,342.61,26.354615384615386,13,3.547692307692308,2,2,0,2,4.79,22.384615384615383,0,2.9639320468880226,-1.1870503127391445
U00773,25,0,119.04,119.04,1,2.75,6,2,1,1,2.61,4.0,2,-1.1210326309511573,1.244954358377963
U00774,27,1,0.0,0.0,1,2.38,2,0,0,1,1.86,1.0,1,-1.3659498621892776,-0.5216769300440842
U00775,29,0,1391.4,99.38571428571429,14,3.281428571428571,9,1,0,1,4.8028571428571425,22.285714285714285,0,3.9898245404067385,-0.6791886617229276
U00776,26,0,490.9,490.9,1,4.55,0,1,1,2,1.55,3.0,2,-0.7729761750295311,3.5957537545754237
U00777,29,1,999.88,249.97,4,3.6675,1,0,1,0,4.1075,9.0,2,1.4810384496732074,2.275044139541766
U00778,33,1,0.0,0.0,2,2.355,7,0,0,1,4.34,9.0,1,0.1359844951486577,-1.2470752631331752
U00779,24,0,0.0,0.0,1,2.38,2,0,0,0,1.86,1.0,1,-1.343174860545308,-0.47006804064779945
U00780,32,0,0.0,0.0,1,2.43,9,2,0,2,1.06,3.0,3,-1.9733981368371039,-0.9793448751129211
U00781,18,0,0.0,0.0,1,3.6,3,2,0,2,2.92,1.0,3,-1.1566050956562768,-0.8705885273651642
U00782,25,1,0.0,0.0,1,2.61,4,0,0,2,1.79,4.0,1,-1.2545832031485604,-0.7051758676930966
U00783,35,0,57.32,28.66,2,3.88,3,0,0,1,3.44,7.0,1,-0.15075601775878525,-0.9618342458897929
U00784,22,0,299.57,149.785,2,4.21,3,1,0,0,3.38,10.5,3,0.30963552571431474,-0.11697628422276612
U00785,17,0,0.0,0.0,1,4.66,5,2,0,2,2.38,1.0,3,-1.453198016476747,-1.0430249296955874
U00786,32,0,1193.7,91.82307692307693,13,3.2807692307692307,6,0,0,1,4.73,22.846153846153847,0,3.8819980238301843,-0.6412659263047945
U00787,29,0,510.16999999999996,56.68555555555555,9,3.12,9,1,0,0,4.883333333333333,21.666666666666668,0,2.4992344853979946,-1.17060938874153
U00788,24,1,0.0,0.0,2,1.935,5,1,0,0,4.105,4.0,1,-0.3217887674805548,-0.8867776897380013
U00789,17,0,37.89,18.945,2,2.475,3,0,0,1,3.625,11.0,1,0.21997161245829797,-0.7193987035811343
U00790,16,0,347.48999999999995,173.74499999999998,2,2.56,7,0,1,2,3.3899999999999997,10.0,2,0.14559782177882938,1.5207450970254945
U00791,34,0,89.59,44.795,2,3.305,0,2,0,0,3.105,1.5,3,-0.7028065053141297,-0.5047408195136219
U00792,20,1,346.71,346.71,1,1.23,10,0,1,1,3.32,14.0,2,0.2698479168069008,2.4647104316306816
U00793,19,1,212.39,53.0975,4,3.45,5,0,0,0,3.985,10.5,1,0.6630321544839437,-0.7184065475940825
U00794,23,0,0.0,0.0,2,2.58,0,0,0,0,4.16,9.5,1,0.38752389004947374,-0.7552533704413097
U00795,34,0,285.05,95.01666666666667,3,2.9466666666666668,1,1,0,0,4.010000000000001,10.0,1,0.67397891177163,-0.3487283183088652
U00796,22,0,212.39,106.195,2,2.215,5,0,0,0,3.2350000000000003,8.0,1,-0.008323548887636397,-0.1792343366629475
U00797,20,1,0.0,0.0,3,3.4499999999999997,4,2,0,1,4.273333333333333,9.666666666666666,3,0.2117697143666157,-1.1401876111355478
U00798,19,0,0.0,0.0,1,1.52,4,0,0,1,1.79,4.0,1,-1.2202003529319738,-0.48052074943391765
U00799,26,0,0.0,0.0,2,2.925,3,1,0,2,3.42,7.5,1,-0.27370372788261704,-0.9865190029833223
U00800,29,0,415.51,207.755,2,3.92,0,2,0,1,3.77,5.0,3,0.21511300423964977,0.3251203881204453
U00801,32,0,415.51,207.755,2,3.92,0,2,0,0,1.705,2.0,3,-0.8215493399628845,0.6188463077509313
U00802,31,1,119.04,59.52,2,2.95,1,0,0,0,4.1049999999999995,7.0,1,0.26940431543450155,-0.5136965533404078
U00803,26,1,276.37,92.12333333333333,3,2.9633333333333334,1,0,0,0,3.8000000000000003,11.0,1,0.7369650863521708,-0.2368856826108468
U00804,24,0,89.59,44.795,2,1.98,0,1,0,2,3.75,8.5,1,0.16276715410020237,-0.44866933659207187
U00805,18,0,0.0,0.0,1,4.11,8,2,0,0,1.79,4.0,3,-1.560231927744888,-1.016611348447563
U00806,27,1,0.0,0.0,1,3.65,3,1,0,0,2.92,1.0,3,-1.0743346280336235,-0.8442411870979862
U00807,35,0,342.61,342.61,1,4.84,10,2,1,0,1.05,1.0,2,-1.795334620639142,2.211674582619575
U00808,27,0,0.0,0.0,1,3.64,0,1,0,0,1.55,3.0,3,-1.3474267762763348,-0.5538700155004652
U00809,24,1,490.9,490.9,1,4.55,0,1,1,1,1.55,3.0,2,-0.7771430809773607,3.6805971461957436
U00810,28,1,276.37,276.37,1,2.72,4,0,1,0,3.13,5.0,2,-0.36209115365554867,2.263707295823845
U00811,25,0,487.92,162.64000000000001,3,3.0533333333333332,11,1,0,1,3.6533333333333338,9.666666666666666,1,0.3716669263238742,-0.3616547570388459
U00812,24,0,285.05,95.01666666666667,3,3.64,4,1,0,0,3.8766666666666665,10.666666666666666,3,0.5617742867423989,-0.4932423728619152
U00813,33,1,0.0,0.0,4,3.815,1,2,0,1,4.172499999999999,8.0,3,0.2643954148547319,-1.1406639487265011
U00814,21,0,0.0,0.0,1,2.01,8,0,0,0,2.18,1.0,1,-1.4326496721954884,-0.7580315081859086
U00815,17,1,415.51,207.755,2,3.92,0,2,0,0,3.9699999999999998,8.5,3,0.556431228852192,0.4516210725557585
U00816,34,1,89.59,29.863333333333333,3,2.106666666666667,0,2,0,0,4.153333333333333,6.333333333333333,1,0.176960971704947,-0.5957337464892682
U00817,35,0,0.0,0.0,1,3.32,11,1,0,1,2.17,4.0,3,-1.4464560079222368,-1.3215972184509301
U00818,20,0,0.0,0.0,1,4.79,8,0,0,0,3.36,14.0,3,-0.029923815741183385,-1.3844361468743918
U00819,28,0,1143.41,81.67214285714286,14,3.027857142857143,2,0,0,2,4.8028571428571425,22.285714285714285,0,4.079830264121152,-0.4871848884473468
U00820,31,0,487.92,162.64000000000001,3,3.126666666666667,1,0,0,2,3.763333333333333,11.0,1,0.9601884296687927,0.06056759469990413
U00821,23,1,1597.3,122.86923076923077,13,2.9061538461538463,0,1,1,2,4.88,21.692307692307693,0,4.2593833810729995,1.6262114895153759
U00822,35,0,0.0,0.0,1,2.43,9,2,0,0,3.31,7.0,3,-0.7734366079142211,-1.2365893855704286
U00823,22,1,212.39,212.39,1,3.15,5,0,1,2,3.4,8.0,2,-0.17926040660175227,1.6931832213275513
U00824,27,1,0.0,0.0,1,4.1,6,2,0,2,2.61,4.0,3,-1.1952933186311108,-1.1608389143535924
U00825,26,1,487.92,162.64000000000001,3,3.703333333333333,1,0,0,2,3.8433333333333337,12.0,1,1.0520242857755866,0.03730919621457197
U00826,16,1,53.86,53.86,1,2.47,6,1,1,1,2.99,4.0,2,-0.9809040066677419,0.9850555851403708
U00827,26,0,0.0,0.0,2,4.41,6,2,0,0,3.21,4.0,3,-0.8128749036001086,-1.2143458822233193
U00828,25,1,592.85,197.61666666666667,3,3.9066666666666663,0,2,1,0,3.9933333333333336,8.333333333333334,2,0.6992544932324961,1.8791752234671377
U00829,22,1,1338.31,83.644375,16,3.054375,2,1,0,0,4.775,22.5,0,4.432162280524882,-0.26772060926453317
U00830,26,0,326.02,326.02,1,2.69,1,2,1,2,1.06,3.0,2,-1.3243092827229328,2.8721794602852424
U00831,18,1,0.0,0.0,2,3.16,4,0,0,0,1.3050000000000002,2.5,1,-1.423475263990529,-0.5613348597034574
U00832,20,0,0.0,0.0,1,3.85,9,1,0,1,2.33,4.0,3,-1.3001997966752954,-1.1503896624395227
U00833,32,0,0.0,0.0,3,2.0066666666666664,7,0,0,1,4.13,8.333333333333334,1,0.1386504276113761,-1.1953370310755334
U00834,30,1,0.0,0.0,1,2.2,11,1,0,1,1.07,5.0,1,-1.8095087060144872,-0.9789531464358029
U00835,33,0,0.0,0.0,1,3.02,3,2,0,2,2.92,1.0,3,-1.1647674874653864,-0.9454633305657905
U00836,29,0,931.7,62.11333333333334,15,2.886,5,1,0,1,4.736,22.8,0,3.797160090167552,-0.8262680716669307
U00837,28,1,285.05,71.2625,4,2.5175,9,1,0,0,4.015000000000001,8.25,1,0.353055868486033,-0.7723606667577019
U00838,25,0,1027.19,85.59916666666668,12,2.8408333333333338,3,0,0,2,4.8075,22.25,0,3.696339182634571,-0.4895599363253962
U00839,33,1,0.0,0.0,1,4.94,2,1,0,0,3.11,1.0,3,-0.9776355003969245,-1.0421700163798253
U00840,18,1,394.26,131.42,3,2.4533333333333336,2,2,0,1,3.9566666666666666,10.0,1,0.650577289602844,0.03561124732763796
U00841,29,0,0.0,0.0,1,1.91,2,2,0,2,3.11,1.0,1,-1.0395769877983334,-0.7282252644185916
U00842,21,0,89.59,44.795,2,2.7800000000000002,0,1,0,0,3.16,6.5,1,-0.20849789118593792,-0.34565368237482147
U00843,21,1,276.37,276.37,1,2.72,4,0,1,0,1.56,4.0,2,-1.053481913381012,2.534968716898331
U00844,26,1,0.0,0.0,1,4.72,8,2,0,0,1.86,1.0,3,-1.7780111160032528,-1.1342392982812923
U00845,25,0,53.86,53.86,1,2.47,6,1,1,0,2.61,4.0,2,-1.1195057963720867,0.9621658657354142
U00846,16,1,57.32,57.32,1,4.74,11,0,1,1,2.79,3.0,3,-1.2435683076976998,0.4843556523786825
U00847,23,1,0.0,0.0,1,4.66,5,2,0,0,2.33,4.0,3,-1.2564021874884228,-1.0191708274449853
U00848,28,1,415.51,103.8775,4,3.7825,0,2,0,1,4.1125,7.0,3,0.671977063528678,-0.27161321833617746
U00849,20,1,248.1,124.05,2,2.42,0,1,0,0,3.915,7.0,1,0.31568271473877735,0.13192818737206072
U00850,26,1,897.95,59.86333333333334,15,3.0846666666666662,10,0,0,0,4.866,21.8,0,3.6397713636983324,-1.0479878894979155
U00851,21,1,0.0,0.0,1,4.73,7,2,0,1,2.18,1.0,3,-1.6167037805669786,-1.1126289725535106
U00852,23,1,1579.1399999999999,121.47230769230768,13,3.4723076923076923,0,2,0,1,4.819999999999999,22.153846153846153,0,4.300285587863557,0.06996754012243028
U00853,24,1,0.0,0.0,2,2.92,7,2,0,0,1.865,4.0,3,-1.3834023080992293,-0.8683161671195846
U00854,28,1,299.57,149.785,2,3.3600000000000003,3,0,0,0,3.4,10.5,1,0.39560195311994334,-0.031072354457988418
U00855,15,0,0.0,0.0,1,1.28,9,1,0,0,2.92,1.0,1,-1.2536170878341144,-0.7622524179399163
U00856,21,0,0.0,0.0,1,2.14,5,1,0,2,2.33,4.0,1,-1.145868595899135,-0.7609164290154294
U00857,15,1,0.0,0.0,1,3.32,11,1,0,1,2.83,1.0,3,-1.400536696737548,-1.1493594470512198
U00858,20,1,396.47,26.431333333333335,15,3.258666666666667,7,1,0,2,4.813999999999999,22.2,0,3.146738669384027,-1.3501694918113254
U00859,22,1,0.0,0.0,1,3.02,3,2,0,2,2.92,1.0,3,-1.1683025688839201,-0.8131592909167162
U00860,23,0,490.9,490.9,1,4.55,0,1,1,2,1.55,3.0,2,-0.7703842083223922,3.625932916802482
U00861,22,0,0.0,0.0,1,1.73,7,2,0,0,2.38,1.0,1,-1.4930919994481415,-0.7323721403865862
U00862,18,0,487.92,487.92,1,3.64,1,0,1,0,3.43,12.0,2,0.7123687883501347,3.507719411331451
U00863,23,0,0.0,0.0,1,2.88,9,1,0,1,1.77,2.0,3,-1.6643747006436904,-0.9655396577171914
U00864,22,0,0.0,0.0,1,2.0,1,0,0,0,3.43,12.0,1,0.13151760800012322,-0.6452643290782556
U00865,27,1,285.05,285.05,1,1.96,1,1,1,1,1.06,3.0,2,-1.2968807619054934,2.800437121872476
U00866,30,1,0.0,0.0,1,4.73,7,2,0,0,2.92,1.0,3,-1.323265594189376,-1.2500931723695636
U00867,30,1,0.0,0.0,1,2.61,4,0,0,2,1.79,4.0,1,-1.2589031476604586,-0.7554744714048602
U00868,16,0,0.0,0.0,1,2.14,5,1,0,0,3.4,8.0,1,-0.407917605581729,-0.7941639963597735
U00869,19,1,0.0,0.0,1,2.01,8,0,0,1,3.18,7.0,1,-0.6125124909073814,-0.9403075815046691
U00870,22,1,966.14,64.40933333333334,15,3.4386666666666668,8,0,0,0,4.866,21.8,0,3.7841768590494427,-0.8899505402010898
U00871,26,1,0.0,0.0,2,2.0549999999999997,2,0,0,1,4.09,6.0,1,0.009809564824391675,-0.8041611058087693
U00872,27,1,0.0,0.0,1,3.32,11,1,0,2,2.83,1.0,3,-1.4180486391582245,-1.313152934611873
U00873,28,1,0.0,0.0,1,4.45,4,0,0,0,3.11,1.0,3,-0.9541493381182569,-1.021248639763974
U00874,25,1,2175.74,181.31166666666664,12,3.276666666666667,1,0,1,1,4.84,22.0,0,4.804147447092441,2.1505310792912278
U00875,23,1,57.32,57.32,1,4.74,11,0,1,2,2.83,1.0,3,-1.3879314066043185,0.3857755004431091
U00876,27,1,2352.5,168.03571428571428,14,3.662857142857143,0,2,1,2,4.7749999999999995,22.5,0,5.06669796217641,2.0423962349504836
U00877,35,1,490.9,490.9,1,4.55,0,1,1,0,1.55,3.0,2,-0.7795028833114158,3.6130170566822835
